,PCE,Molecule SMILE,SMILES
1261,2.62,CCCCN(c1ccc2c3c1cccc3c1c2[nH]c2c([nH]1)cc(c(c2)C(=O)O)C(=O)O)c1ccccc1,CCCCN(c1ccc2c3c1cccc3c1c2[nH]c2c([nH]1)cc(c(c2)C(=O)O)C(=O)O)c1ccccc1
1262,1.48,OC(=O)c1cc2[nH]c3c4ccc(c5c4c(c3[nH]c2cc1C(=O)O)ccc5)N(c1ccccc1)C,OC(=O)c1cc2[nH]c3c4ccc(c5c4c(c3[nH]c2cc1C(=O)O)ccc5)N(c1ccccc1)C
1263,5.48,CCCCCC1(CCCCC)COc2c(OC1)c(sc2c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,CCCCCC1(CCCCC)COc2c(OC1)c(sc2c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1
1264,4.55,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N
1265,5.04,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N
1266,6.03,CCCCCCSc1ccc(cc1)N(c1ccc(cc1)SCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N,CCCCCCSc1ccc(cc1)N(c1ccc(cc1)SCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N
1267,5.88,CCCCCCSc1ccc(cc1)N(c1ccc(cc1)SCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N,CCCCCCSc1ccc(cc1)N(c1ccc(cc1)SCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N
1268,5.73,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c(n1)CCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c(n1)CCCCCC)c1ccc(s1)/C=C(/C(=O)O)\\C#N
1269,5.6,CCCCCCc1nc(sc1C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)c1nc(c(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CCCCCC,CCCCCCc1nc(sc1C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)c1nc(c(s1)c1ccc(s1)/C=C(/C(=O)O)\\C#N)CCCCCC
1270,6.23,N#C/C(=C\c1ccc(n1c1c(F)c(F)c(c(c1F)F)F)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,N#C/C(=C\\c1ccc(n1c1c(F)c(F)c(c(c1F)F)F)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O
1271,5.84,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C\\1/SC(=S)N(C1=O)CC(=O)O
1272,1.27,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C/C=C\1/SC(=S)N(C1=O)CC(=O)O,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C/C=C\\1/SC(=S)N(C1=O)CC(=O)O
1273,3.64,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O
1274,3.32,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O
1275,2.78,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O
1276,2.37,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O
1277,4.5,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C\\1/SC(=S)N(C1=O)CC(=O)O
1278,3.64,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C\\1/SC(=S)N(C1=O)CC(=O)O
1279,3.22,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C\\1/SC(=S)N(C1=O)CC(=O)O
1280,3.16,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C\\1/SC(=S)N(C1=O)CC(=O)O
1281,5.7,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC
1282,5.1,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1scc(c1)c1nc2cccc(c2nc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1scc(c1)c1nc2cccc(c2nc1c1ccc(s1)/C=C(/C(=O)O)\\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC
1283,5.2,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nc(c1ccc(s1)/C=C(\C(=O)O)/C#N)c(n2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nc(c1ccc(s1)/C=C(\\C(=O)O)/C#N)c(n2)c1ccc(s1)/C=C(\\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC
1284,6.1,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1scc(c1)c1nc2cccc(c2nc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1scc(c1)c1nc2cccc(c2nc1c1ccc(s1)/C=C(/C(=O)O)\\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC
1285,6.74,N#CSc1cn(c2c1cc(cc2)c1cc(c(s1)/C=C(/C(=O)O)\C#N)C)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C,N#CSc1cn(c2c1cc(cc2)c1cc(c(s1)/C=C(/C(=O)O)\\C#N)C)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C
1286,5.53,N#C/C(=C\c1sc(cc1C)c1ccc2c(c1)ccn2c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)/C(=O)O,N#C/C(=C\\c1sc(cc1C)c1ccc2c(c1)ccn2c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)/C(=O)O
1287,5.26,CCCCC(Cn1c(c2ccc(cn2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CC,CCCCC(Cn1c(c2ccc(cn2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CC
1288,7.68,CCCCCCc1cc(sc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)c1ccc(cc1)OCC(CCCCC)CC,CCCCCCc1cc(sc1c1ccc(cc1)/C=C(/C(=O)O)\\C#N)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)c1ccc(cc1)OCC(CCCCC)CC
1289,5.49,CCCCCCc1cc(sc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)c1ccc(cc1)OCC(CCCCC)CC,CCCCCCc1cc(sc1c1ccc(cc1)/C=C(/C(=O)O)\\C#N)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)c1ccc(cc1)OCC(CCCCC)CC
1290,9.52,CCCCCCc1cc(sc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)OCC(CCCCC)CC,CCCCCCc1cc(sc1c1ccc(cc1)/C=C(/C(=O)O)\\C#N)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)OCC(CCCCC)CC
1291,4.48,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1nc(c(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CCCCCC,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1nc(c(s1)c1ccc(s1)/C=C(/C(=O)O)\\C#N)CCCCCC
1292,4.2,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1nc(c(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CCCCCC,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1nc(c(s1)c1ccc(cc1)/C=C(/C(=O)O)\\C#N)CCCCCC
1293,5.05,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1sc(c(n1)CCCCCC)C#Cc1ccc(cc1)/C=C(/C(=O)O)\C#N,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1sc(c(n1)CCCCCC)C#Cc1ccc(cc1)/C=C(/C(=O)O)\\C#N
1294,2.86,CCCCCCc1cc(sc1c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,CCCCCCc1cc(sc1c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\\C#N
1295,3.84,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ncc(c2c1nsn2)c1sc(cc1CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ncc(c2c1nsn2)c1sc(cc1CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\\C#N
1296,4.46,CCCCCCc1cc(sc1c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,CCCCCCc1cc(sc1c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\\C#N
1297,6.3,CCCCCCc1cc(sc1c1ncc(c2c1nsn2)c1sc(cc1CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,CCCCCCc1cc(sc1c1ncc(c2c1nsn2)c1sc(cc1CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\\C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC
1298,1.32,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ncc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ncc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\\C#N
1299,1.1,OC(=O)Cn1c(=O)c2ccc(c3c2c(c1=O)ccc3)c1ccc(cc1)N(c1ccccc1)c1ccccc1,OC(=O)Cn1c(=O)c2ccc(c3c2c(c1=O)ccc3)c1ccc(cc1)N(c1ccccc1)c1ccccc1
1300,2.27,OC(=O)Cn1c(=O)c2ccc(c3c2c(c1=O)ccc3c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,OC(=O)Cn1c(=O)c2ccc(c3c2c(c1=O)ccc3c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1
1301,6.74,CCCCOc1ccc(c(c1)OCCCC)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCCCC)OCCCC)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,CCCCOc1ccc(c(c1)OCCCC)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCCCC)OCCCC)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\\C#N
1302,5.51,CCCCOc1cc(OCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,CCCCOc1cc(OCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\\C#N
1303,4.5,CCCCOc1ccc(c(c1)OCCCC)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCCCC)OCCCC)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,CCCCOc1ccc(c(c1)OCCCC)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCCCC)OCCCC)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\\C#N
1304,4.37,CCCCOc1cc(OCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,CCCCOc1cc(OCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\\C#N
1305,7.17,CCCCc1c(sc(c1CCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,CCCCc1c(sc(c1CCCC)c1ccc(s1)c1ccc(s1)/C=C(\\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1
1306,6.37,CCCCc1c(sc(c1CCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,CCCCc1c(sc(c1CCCC)c1ccc(s1)c1ccc(s1)/C=C(\\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1
1307,1.99,CCCCc1c(sc(c1CCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,CCCCc1c(sc(c1CCCC)c1ccc(s1)c1ccc(s1)/C=C(\\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1
1308,6.27,CCCCc1c(sc(c1CCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1cc2c(s1)c1c(s2)cc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,CCCCc1c(sc(c1CCCC)c1ccc(s1)/C=C(\\C(=O)O)/C#N)c1cc2c(s1)c1c(s2)cc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1
1309,5.83,CCCCc1c(sc(c1CCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1cc2c(s1)c1c(s2)cc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,CCCCc1c(sc(c1CCCC)c1ccc(s1)/C=C(\\C(=O)O)/C#N)c1cc2c(s1)c1c(s2)cc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1
1310,1.99,CCCCc1c(sc(c1CCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1cc2c(s1)c1c(s2)cc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,CCCCc1c(sc(c1CCCC)c1ccc(s1)/C=C(\\C(=O)O)/C#N)c1cc2c(s1)c1c(s2)cc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1
1311,3.81,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O
1312,4.81,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O
1313,5.72,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O
1314,3.37,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O
1315,4.55,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O
1316,7.3,CCCC[C@@H](COc1ccc(cc1)N(c1ccc(cc1)OC[C@H](CCCC)CC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)/C=C(/C(=O)O)\C#N)CC,CCCC[C@@H](COc1ccc(cc1)N(c1ccc(cc1)OC[C@H](CCCC)CC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)/C=C(/C(=O)O)\\C#N)CC
1317,4.59,CCCCCCCCn1c(=O)c2c(c1c1ccc(cn1)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c(=O)n(c2c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CCCCCCCC,CCCCCCCCn1c(=O)c2c(c1c1ccc(cn1)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c(=O)n(c2c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CCCCCCCC
1318,5.57,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(o1)/C=C(/C(=O)O)\C#N,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(o1)/C=C(/C(=O)O)\\C#N
1319,3.85,COc1ccc(c(c1)OC)N(c1ccc(cc1OC)OC)c1ccc(cc1)c1ccc(o1)C=C(C(=O)O)C#N,COc1ccc(c(c1)OC)N(c1ccc(cc1OC)OC)c1ccc(cc1)c1ccc(o1)C=C(C(=O)O)C#N
1320,5.29,N#CC(=Cc1ccc(o1)c1ccc(cc1)N(c1ccc(c(c1)OC)OC)c1ccc(c(c1)OC)OC)C(=O)O,N#CC(=Cc1ccc(o1)c1ccc(cc1)N(c1ccc(c(c1)OC)OC)c1ccc(c(c1)OC)OC)C(=O)O
1321,6.01,N#CC(=Cc1ccc(o1)c1ccc(cc1)N(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2)C(=O)O,N#CC(=Cc1ccc(o1)c1ccc(cc1)N(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2)C(=O)O
1322,4.76,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OC)ccc1OC,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OC)ccc1OC
1323,4.83,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCC)ccc1OCCC,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCC)ccc1OCCC
1324,5.21,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCCCCC)ccc1OCCCCCC,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCCCCC)ccc1OCCCCCC
1325,5.1,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O
1326,5.43,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OC)ccc1OC,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OC)ccc1OC
1327,6.02,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCC)ccc1OCCC,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCC)ccc1OCCC
1328,6.12,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCCCCC)ccc1OCCCCCC,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCCCCC)ccc1OCCCCCC
1329,5.65,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O
1330,9.67,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O
1331,7.09,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1cc(OC)c(cc1OC)N(c1ccccc1)c1ccccc1)C(=O)O,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1cc(OC)c(cc1OC)N(c1ccccc1)c1ccccc1)C(=O)O
