,PCE,Molecule SMILE,SMILES
83,6.4,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,N#C/C(=C\\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O
84,6.7,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,N#C/C(=C\\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O
85,6.0,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,N#C/C(=C\\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O
86,6.1,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,N#C/C(=C\\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O
87,5.5,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
88,6.4,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
89,7.4,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
90,6.12,CCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,CCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\\C#N
91,5.7,N#C/C(=C\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O,N#C/C(=C\\1/C=C(/C=C/c2cc3cc4c5c(c3oc2=O)C(C)(C)CCN5CCC4(C)C)CC(C1)(C)C)/C(=O)O
92,7.8,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
93,7.6,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
94,0.9,OC(=O)c1cc2cc3CCCN4c3c(c2oc1=O)CCC4,OC(=O)c1cc2cc3CCCN4c3c(c2oc1=O)CCC4
95,3.4,OC(=O)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C,OC(=O)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C
96,4.1,N#C/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
97,5.2,N#C/C(=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
98,3.5,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/C=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
99,6.0,N#C/C(=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
100,7.7,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
101,7.2,N#C/C(=C\c1ccc(s1)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)/C=C/c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
102,0.767,CCCCN(c1ccc2c(c1)OC1=NC(n3c(C1=C2)nc1c3cccc1)c1ccc(c(c1)C(=O)O)O)CCCC,CCCCN(c1ccc2c(c1)OC1=NC(n3c(C1=C2)nc1c3cccc1)c1ccc(c(c1)C(=O)O)O)CCCC
103,0.64,CCN(c1ccc2c(c1)OC1=NC(n3c(C1=C2)nc1c3cccc1)c1ccc(c(c1)C(=O)O)O)CC,CCN(c1ccc2c(c1)OC1=NC(n3c(C1=C2)nc1c3cccc1)c1ccc(c(c1)C(=O)O)O)CC
104,0.358,OC(=O)c1cc(ccc1O)C1N=C2Oc3c(C=C2c2n1c1ccccc1n2)cc1c2c3CCCN2CCC1,OC(=O)c1cc(ccc1O)C1N=C2Oc3c(C=C2c2n1c1ccccc1n2)cc1c2c3CCCN2CCC1
105,0.581,CCCCN(c1ccc2c(c1)OC1=NC(n3c(C1=C2)nc1c3cccc1)c1ccc(cc1)C(=O)O)CCCC,CCCCN(c1ccc2c(c1)OC1=NC(n3c(C1=C2)nc1c3cccc1)c1ccc(cc1)C(=O)O)CCCC
106,0.528,CCN(c1ccc2c(c1)OC1=NC(n3c(C1=C2)nc1c3cccc1)c1ccc(cc1)C(=O)O)CC,CCN(c1ccc2c(c1)OC1=NC(n3c(C1=C2)nc1c3cccc1)c1ccc(cc1)C(=O)O)CC
107,0.299,OC(=O)c1ccc(cc1)C1N=C2Oc3c(C=C2c2n1c1ccccc1n2)cc1c2c3CCCN2CCC1,OC(=O)c1ccc(cc1)C1N=C2Oc3c(C=C2c2n1c1ccccc1n2)cc1c2c3CCCN2CCC1
108,5.53,CCCCn1c2ccc(cc2c2c1cccc2)c1cc(c(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C=C(\C(=O)O)/C#N,CCCCn1c2ccc(cc2c2c1cccc2)c1cc(c(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C=C(\\C(=O)O)/C#N
109,4.56,CCCCn1c2ccc(cc2c2c1cccc2)c1cc(c(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C=C(\C(=O)O)/C#N,CCCCn1c2ccc(cc2c2c1cccc2)c1cc(c(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C=C(\\C(=O)O)/C#N
110,4.02,CCCCC1(CCCC)c2ccccc2c2c1cc(cc2)c1cc(c(s1)c1cc2cc3C(C)(C)CCN4c3c(c2oc1=O)C(C)(C)CC4)/C=C(/C(=O)O)\C#N,CCCCC1(CCCC)c2ccccc2c2c1cc(cc2)c1cc(c(s1)c1cc2cc3C(C)(C)CCN4c3c(c2oc1=O)C(C)(C)CC4)/C=C(/C(=O)O)\\C#N
111,3.52,CCCCC1(CCCC)c2ccccc2c2c1cc(cc2)c1cc(c(s1)c1cc2cc3C(C)(C)CCN4c3c(c2oc1=O)C(C)(C)CC4)/C=C(/C(=O)O)\C#N,CCCCC1(CCCC)c2ccccc2c2c1cc(cc2)c1cc(c(s1)c1cc2cc3C(C)(C)CCN4c3c(c2oc1=O)C(C)(C)CC4)/C=C(/C(=O)O)\\C#N
112,2.74,N#C/C(=C/c1cc(sc1c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)C)/C(=O)O,N#C/C(=C/c1cc(sc1c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)C)/C(=O)O
113,3.24,N#C/C(=C/c1cc(sc1c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)C)/C(=O)O,N#C/C(=C/c1cc(sc1c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)C)/C(=O)O
114,4.59,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O
115,6.24,N#C/C(=C\c1ccc(cc1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O,N#C/C(=C\\c1ccc(cc1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O
116,1.03,CCN(c1ccc2c(c1)OC(=O)[C@H](C2)C(=O)O)CC,CCN(c1ccc2c(c1)OC(=O)[C@H](C2)C(=O)O)CC
117,0.63,OC(=O)c1cc2cc3CCCN4c3c(c2oc1=O)CCC4,OC(=O)c1cc2cc3CCCN4c3c(c2oc1=O)CCC4
118,5.5,CN(c1ccc(cc1)/C=C/C=C(\C(=O)O)/C#N)C,CN(c1ccc(cc1)/C=C/C=C(\\C(=O)O)/C#N)C
119,5.4,CN(c1ccc(cc1)C(=C/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(C)C)C,CN(c1ccc(cc1)C(=C/C=C(\\C(=O)O)/C#N)c1ccc(cc1)N(C)C)C
120,5.71,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N
121,3.36,N#C/C(=C\c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O
122,6.8,CN(c1ccc(cc1)C(=C/C=C\C=C(/C(=O)O)\C#N)c1ccc(cc1)N(C)C)C,CN(c1ccc(cc1)C(=C/C=C\\C=C(/C(=O)O)\\C#N)c1ccc(cc1)N(C)C)C
123,5.9,N#C/C(=C\c1ccc(s1)C=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)C=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)/C(=O)O
124,4.3,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
125,1.35,N#C/C(=C/c1ccc(s1)c1ccc(c2c1nsn2)C#Cc1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(c2c1nsn2)C#Cc1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
126,2.2,N#C/C(=C/c1ccc(s1)c1ccc(c2c1nsn2)C#Cc1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(c2c1nsn2)C#Cc1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
127,6.29,N#C/C(=C/c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
128,8.03,N#C/C(=C/c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
129,5.34,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
130,7.17,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(s1)c1cc2cc3c4c(c2oc1=O)C(C)(C)CCN4CCC3(C)C)/C(=O)O
131,0.0194,OC(=O)c1cc2cc3CCCN4c3c(c2oc1=O)CCC4,OC(=O)c1cc2cc3CCCN4c3c(c2oc1=O)CCC4
132,5.2,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(c(c1)F)/C=C(\C(=O)O)/C#N)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(c(c1)F)/C=C(\\C(=O)O)/C#N)CC
133,4.1,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(c(c1)Cl)/C=C(\C(=O)O)/C#N)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(c(c1)Cl)/C=C(\\C(=O)O)/C#N)CC
134,3.5,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(c(c1)Br)/C=C(\C(=O)O)/C#N)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(c(c1)Br)/C=C(\\C(=O)O)/C#N)CC
135,3.1,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)/C=C(\C(=O)O)/C#N)CC,CCN(c1ccc2c(c1)oc(=O)c(c2)c1ccc(cc1)/C=C(\\C(=O)O)/C#N)CC
136,0.72,CCO[Si](c1ccc2c(c1)nc(o2)c1cc2ccc(cc2oc1=O)N(CC)CC)(OCC)OCC,CCO[Si](c1ccc2c(c1)nc(o2)c1cc2ccc(cc2oc1=O)N(CC)CC)(OCC)OCC
137,0.74,CCO[Si](c1ccc2c(c1)nc(o2)c1cc2ccc(cc2oc1=O)N(CC)CC)(OCC)OCC,CCO[Si](c1ccc2c(c1)nc(o2)c1cc2ccc(cc2oc1=O)N(CC)CC)(OCC)OCC
138,1.0,CCO[Si](c1ccc2c(c1)nc(o2)c1cc2ccc(cc2oc1=O)N(CC)CC)(OCC)OCC,CCO[Si](c1ccc2c(c1)nc(o2)c1cc2ccc(cc2oc1=O)N(CC)CC)(OCC)OCC
139,1.1,CCO[Si](c1ccc2c(c1)nc(o2)c1cc2ccc(cc2oc1=O)N(CC)CC)(OCC)OCC,CCO[Si](c1ccc2c(c1)nc(o2)c1cc2ccc(cc2oc1=O)N(CC)CC)(OCC)OCC
140,1.2,CCO[Si](c1ccc2c(c1)nc(o2)c1cc2ccc(cc2oc1=O)N(CC)CC)(OCC)OCC,CCO[Si](c1ccc2c(c1)nc(o2)c1cc2ccc(cc2oc1=O)N(CC)CC)(OCC)OCC
141,0.01,OC(=O)c1cc2cc3CCCN4c3c(c2oc1=O)CCC4,OC(=O)c1cc2cc3CCCN4c3c(c2oc1=O)CCC4
142,4.7,N#CC(=Cc1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccc2c(c1)Cc1c2cccc1)c1ccc2c(c1)Cc1c2cccc1)C(=O)O,N#CC(=Cc1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccc2c(c1)Cc1c2cccc1)c1ccc2c(c1)Cc1c2cccc1)C(=O)O
143,3.36,N#C/C(=C\c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O
144,5.06,N#CC(=Cc1ccc(s1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccc2c(c1)Cc1c2cccc1)c1ccc2c(c1)Cc1c2cccc1)C(=O)O,N#CC(=Cc1ccc(s1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccc2c(c1)Cc1c2cccc1)c1ccc2c(c1)Cc1c2cccc1)C(=O)O
145,4.59,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O
146,5.94,N#CC(=Cc1ccc(cc1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccc2c(c1)Cc1c2cccc1)c1ccc2c(c1)Cc1c2cccc1)C(=O)O,N#CC(=Cc1ccc(cc1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccc2c(c1)Cc1c2cccc1)c1ccc2c(c1)Cc1c2cccc1)C(=O)O
147,6.24,N#C/C(=C\c1ccc(cc1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O,N#C/C(=C\\c1ccc(cc1)c1ccc(s1)c1cc2ccc(cc2oc1=O)N(c1ccccc1)c1ccccc1)/C(=O)O
148,2.48,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(s1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/C(=O)O
149,1.65,CCCCn1c2ccc(cc2c2c1cccc2)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C1SC(=S)N(C1=O)CC(=O)O)C1SC(=S)N(C1=O)CC(=O)O,CCCCn1c2ccc(cc2c2c1cccc2)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C1SC(=S)N(C1=O)CC(=O)O)C1SC(=S)N(C1=O)CC(=O)O
150,2.39,N#C/C(=C/c1ccc(s1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/C(=O)O,N#C/C(=C/c1ccc(s1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)/C(=O)O
151,3.96,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C)/C(=O)O
152,2.85,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\\C#N)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C
153,4.19,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C)/C(=O)O
154,4.68,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C)/C(=O)O
155,4.66,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\\C#N)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C
156,3.0,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\\C#N)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C
157,3.96,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C)/C(=O)O
158,4.19,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C)/C(=O)O
159,4.68,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C)/C(=O)O,N#C/C(=C\\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C)/C(=O)O
160,2.85,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\\C#N)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C
161,4.66,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\\C#N)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C
162,3.17,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\\C#N)c1ccc2c(c1)n1c3ccc(cc3c3c1c2cc(c3)C(C)(C)C)C(C)(C)C
163,5.02,N#CC(=Cc1ccc(s1)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,N#CC(=Cc1ccc(s1)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O
164,5.15,N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O
165,3.87,N#CC(=Cc1ccc(s1)c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)C=C(c1ccccc1)c1ccccc1)C(=O)O,N#CC(=Cc1ccc(s1)c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)C=C(c1ccccc1)c1ccccc1)C(=O)O
166,3.76,N#CC(=Cc1ccc(s1)C=Cc1ccc(s1)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,N#CC(=Cc1ccc(s1)C=Cc1ccc(s1)c1ccc2c(c1)c1ccccc1n2c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O
167,4.8,CCCCCCCOc1ccc2c(c1)n(CC)c1c2cc(cc1)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(\C(=O)O)/C#N,CCCCCCCOc1ccc2c(c1)n(CC)c1c2cc(cc1)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(\\C(=O)O)/C#N
168,4.6,CCCCCCCOc1ccc2c(c1)n(CC)c1c2cc(cc1)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(\C(=O)O)/C#N,CCCCCCCOc1ccc2c(c1)n(CC)c1c2cc(cc1)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(\\C(=O)O)/C#N
169,4.7,CCCCCCCOc1ccc2c(c1)n(CC)c1c2cc(cc1)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(\C(=O)O)/C#N,CCCCCCCOc1ccc2c(c1)n(CC)c1c2cc(cc1)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)/C=C(\\C(=O)O)/C#N
